"CPF"|"CUSTOMER_ID"|"PERIOD_START"|"PERIOD_END"|"TIMESTAMP_REQUEST"|"DT_INI"
"00000015700"|"58ec23b9-4918-4630-a4f1-770662847b98"|"7/1/2026"|"7/31/2026"|"8/3/2026 11:32:29"|
"00000015800"|"5b762291-bd65-4542-99a6-58e9cdd41321"|"6/1/2026"|"7/31/2026"|"8/3/2026 11:38:45"|
"00000015900"|"626f1f94-8c2c-42ea-b5fe-905d99fd794c"|"3/6/2024"|"8/3/2026"|"8/3/2026 11:39:49"|
"00000016000"|"65b509ba-7601-4e5c-8ae4-208494fc3e19"|"7/1/2026"|"8/1/2026"|"8/3/2026 11:41:00"|
"00000016100"|"60c168ad-2cfc-4ca5-a266-baac87f1c95e"|"6/13/2026"|"8/3/2026"|"8/3/2026 11:48:44"|
"00000016200"|"63f6b197-1249-436d-a81c-ad7e9098c715"|"4/2/2025"|"8/2/2026"|"8/3/2026 11:56:54"|
"00000016300"|"5cd30c76-0e74-4366-94f9-ad2bb23d9c8c"|"7/1/2026"|"8/31/2026"|"8/3/2026 11:59:42"|
"00000016400"|"5cb6773e-0f48-4d11-983d-9bcac173d913"|"2/1/2026"|"8/3/2026"|"8/3/2026 12:02:15"|
"00000016500"|"5cf67e93-6f38-41d1-b0b1-9ae30db14dfd"|"7/16/2026"|"8/3/2026"|"8/3/2026 12:04:57"|
"00000016600"|"62e7c04c-e7e4-422d-ab25-e824a92a6950"|"5/1/2026"|"7/31/2026"|"8/3/2026 12:16:09"|
"00000011900"|"5c55b516-4939-40f2-bc03-82f7429c908c"|"7/1/2026"|"7/31/2026"|"8/3/2026 12:19:43"|
"00000016700"|"64e1f6b9-dff7-4487-9902-925268d03057"|"5/1/2026"|"1/2/2026"|"8/3/2026 12:31:37"|
"00000016700"|"64e1f6b9-dff7-4487-9902-925268d03057"|"5/1/2026"|"8/2/2026"|"8/3/2026 12:32:20"|
"00000016800"|"62b27ab9-2a18-406a-a9b1-655a5748b0d2"|"5/27/2026"|"8/3/2026"|"8/3/2026 12:33:40"|
"00000016900"|"56f4276a-cb67-41ac-af81-aeaf75b4ab01"|"5/1/2026"|"8/3/2026"|"8/3/2026 12:43:28"|
"00000017000"|"5b48e9c6-68e7-4aea-897a-df4a6768c44a"|"7/1/2026"|"8/3/2026"|"8/3/2026 13:07:09"|
"00000017100"|"5dc35d38-2b00-401c-8943-e5a1eb948967"|"1/17/2025"|"8/2/2026"|"8/3/2026 13:15:45"|
"00000017100"|"5dc35d38-2b00-401c-8943-e5a1eb948967"|"1/17/2025"|"8/2/2026"|"8/3/2026 13:19:05"|
"00000017200"|"60b12340-46b4-4807-bda8-4a359bbf786d"|"8/2/2024"|"8/3/2026"|"8/3/2026 13:23:47"|
"00000017300"|"5b7c2ec7-ceea-4469-ac8c-6f319880f733"|"9/20/2022"|"8/3/2026"|"8/3/2026 13:27:12"|
"00000017401"|"5ce415a8-769f-439b-872a-4fe925be521a"|"7/1/2026"|"8/3/2026"|"8/3/2026 13:27:39"|
"00000017401"|"5ce415a8-769f-439b-872a-4fe925be521a"|"7/1/2026"|"8/3/2026"|"8/3/2026 13:28:07"|
"00000017500"|"5d1e0bfd-8827-4b82-bfcc-f68dcdeab7c4"|"6/1/2026"|"8/3/2026"|"8/3/2026 13:40:31"|
"00000017600"|"647cf700-595a-4954-85ba-ce868582377c"|"8/2/2026"|"8/3/2026"|"8/3/2026 13:41:04"|
"00000017700"|"60cd01c5-cf14-419e-8d6e-ef7c12369ce4"|"7/1/2025"|"8/3/2026"|"8/3/2026 13:49:26"|
"00000017800"|"6247745e-e43a-49f1-8f37-ab97f9f34f7c"|"7/1/2026"|"7/31/2026"|"8/3/2026 13:49:28"|
"00000017900"|"6038bdad-9839-4eea-851d-22126d160867"|"3/19/2026"|"8/3/2026"|"8/3/2026 13:57:25"|
"00000018000"|"58762061-fb07-4b8c-922c-e726151b794d"|"5/1/2026"|"7/31/2026"|"8/3/2026 13:57:27"|
"00000018100"|"5887da34-dfdc-4a11-9ed5-ec5eaf35b3e6"|"1/1/2026"|"8/3/2026"|"8/3/2026 13:59:58"|
"00000018100"|"5887da34-dfdc-4a11-9ed5-ec5eaf35b3e6"|"1/1/2026"|"8/3/2026"|"8/3/2026 14:01:21"|
"00000018200"|"5ae521a6-e0aa-4ba1-94b4-489505c0683e"|"7/1/2026"|"7/31/2026"|"8/3/2026 14:02:35"|
"00000005700"|"5ab915cb-1d59-4fb9-b6fe-e9f48ea20eec"|"4/2/2024"|"8/3/2026"|"8/3/2026 14:04:02"|
"00000018300"|"5e03fede-117e-4c4d-9319-e00427716153"|"6/1/2026"|"7/31/2026"|"8/3/2026 14:24:55"|
"00000018400"|"62b380c8-2635-4afe-bfb1-d508cb3c3a6c"|"7/11/2024"|"7/31/2026"|"8/3/2026 14:25:00"|
"00000018500"|"587f3667-6257-42ca-b139-12cee7539b5b"|"5/1/2026"|"8/2/2026"|"8/3/2026 14:30:54"|
"00000018500"|"587f3667-6257-42ca-b139-12cee7539b5b"|"5/1/2026"|"8/2/2026"|"8/3/2026 14:31:36"|
"00000013500"|"5fcec66d-6767-4dfb-afc2-4eeb2194374c"|"1/1/2024"|"7/31/2026"|"8/3/2026 14:50:09"|
"00000018600"|"5f387b1f-b218-4522-b612-a729b5ef9f77"|"1/1/2026"|"8/3/2026"|"8/3/2026 14:57:47"|
"00000018600"|"5f387b1f-b218-4522-b612-a729b5ef9f77"|"1/1/2026"|"8/3/2026"|"8/3/2026 14:59:21"|
"00000018600"|"5f387b1f-b218-4522-b612-a729b5ef9f77"|"1/1/2026"|"8/3/2026"|"8/3/2026 15:00:28"|
"00000018700"|"5e584b3f-ba7b-41aa-b523-ff99c7efced4"|"5/1/2026"|"8/3/2026"|"8/3/2026 15:05:52"|
"00000018800"|"55f96e47-f71a-410e-8acf-35bcdb3e5ad4"|"7/1/2026"|"7/31/2026"|"8/3/2026 15:09:20"|
"00000009600"|"66e8da68-709d-49cc-a9cb-cffede8aa429"|"11/2/2024"|"8/3/2026"|"8/3/2026 15:27:24"|
"00000018900"|"630f6e82-481b-42b9-a51c-6e56f51c734a"|"7/1/2026"|"8/3/2026"|"8/3/2026 15:31:07"|
"00000019000"|"5e18d8f6-a809-4136-9d12-1fbe6006cfce"|"5/1/2026"|"8/3/2026"|"8/3/2026 15:33:35"|
"00000019101"|"5c646c9c-985c-4198-aa55-6985dd4bf550"|"8/1/2025"|"8/2/2026"|"8/3/2026 15:37:32"|
"00000019101"|"5c646c9c-985c-4198-aa55-6985dd4bf550"|"8/1/2025"|"8/2/2026"|"8/3/2026 15:38:22"|
"00000019200"|"5be211cb-b3bf-4182-ab8e-1717a8d59846"|"7/9/2026"|"8/3/2026"|"8/3/2026 15:44:07"|
"00000019300"|"58860b67-8e18-49b3-9cd6-6752839a6f12"|"5/30/2026"|"7/1/2026"|"8/3/2026 15:50:57"|
"00000019400"|"57d98900-75cd-47e9-b5a0-b51107ccbe33"|"2/1/2026"|"8/3/2026"|"8/3/2026 15:58:30"|
"00000019500"|"61b10ad0-c43a-4f91-8713-4edc7b371590"|"7/20/2026"|"8/3/2026"|"8/3/2026 16:21:05"|
"00000019600"|"57c49572-cd2e-4922-8b98-453b0f665358"|"4/22/2025"|"8/3/2026"|"8/3/2026 16:31:20"|
"00000019700"|"58a86cac-fffe-466e-a5ca-bf2aa49de41d"|"12/1/2025"|"8/3/2026"|"8/3/2026 16:41:30"|
"00000019800"|"65b55147-88a6-4e4e-a47f-75a609ed3eb3"|"8/3/2025"|"8/3/2026"|"8/3/2026 16:43:54"|
"00000019900"|"618f0880-02ed-45d8-bca1-b6e6fc12527c"|"7/1/2026"|"8/3/2026"|"8/3/2026 16:45:13"|
"00000020000"|"5d23fec7-516f-472a-9677-7d7b3921157c"|"7/1/2026"|"8/3/2026"|"8/3/2026 16:57:01"|
"00000020100"|"5819062a-5494-48a3-b385-8ae1ea0d9f10"|"6/1/2026"|"6/17/2026"|"8/3/2026 17:28:56"|
"00000020200"|"619033ae-a1ea-4a1a-bd63-c179b3a4726f"|"1/1/2026"|"8/2/2026"|"8/3/2026 17:40:37"|
"00000020300"|"5cf16ffa-4c8d-45ec-9c38-84a84fdf07d8"|"7/1/2024"|"7/31/2026"|"8/3/2026 17:45:07"|
"00000020400"|"61696e3a-c66c-47f5-90f8-376a15e4a7f8"|"5/1/2026"|"7/31/2026"|"8/3/2026 17:55:18"|
"00000020500"|"5f70a55c-afc6-4232-9625-8278bb2debce"|"6/1/2026"|"8/3/2026"|"8/3/2026 18:07:35"|
"00000020600"|"63c543bd-b5a1-47c5-9bc4-b5e0643f3675"|"4/1/2026"|"8/3/2026"|"8/3/2026 18:08:18"|
"00000020600"|"63c543bd-b5a1-47c5-9bc4-b5e0643f3675"|"4/1/2026"|"8/3/2026"|"8/3/2026 18:10:03"|
"00000020700"|"5b3220bb-9b88-4c04-9518-177d8bb52fa2"|"7/3/2026"|"8/3/2026"|"8/3/2026 18:16:29"|
"00000020700"|"5b3220bb-9b88-4c04-9518-177d8bb52fa2"|"7/3/2026"|"8/3/2026"|"8/3/2026 18:18:00"|
"00000020700"|"5b3220bb-9b88-4c04-9518-177d8bb52fa2"|"7/3/2026"|"8/3/2026"|"8/3/2026 18:19:22"|
"00000020700"|"5b3220bb-9b88-4c04-9518-177d8bb52fa2"|"7/3/2026"|"8/3/2026"|"8/3/2026 18:20:23"|
"00000020800"|"5d1fea8c-a6c4-4f01-be36-737acacf429e"|"1/1/2026"|"8/1/2026"|"8/3/2026 18:24:24"|
"00000020900"|"5be4d771-12f5-4c94-b175-f50f303d53e1"|"1/1/2024"|"8/3/2026"|"8/3/2026 18:43:55"|
"00000020900"|"5be4d771-12f5-4c94-b175-f50f303d53e1"|"1/1/2024"|"8/3/2026"|"8/3/2026 18:44:56"|
"00000021000"|"68aa01a3-c30b-4412-b050-c6812bfae245"|"5/1/2026"|"7/31/2026"|"8/3/2026 18:50:12"|
"00000021100"|"5d2bdf9f-6084-4c7c-bd94-759e0feacc82"|"7/1/2026"|"8/3/2026"|"8/3/2026 19:29:59"|
"00000021200"|"5fb80921-14bc-4a09-ad04-6dcf2fc3d161"|"7/1/2026"|"7/31/2026"|"8/3/2026 19:31:36"|
"00000021100"|"5d2bdf9f-6084-4c7c-bd94-759e0feacc82"|"8/1/2025"|"8/3/2026"|"8/3/2026 19:40:12"|
"00000021300"|"622a1bfd-913e-42d2-8864-8a5894532865"|"6/30/2026"|"7/31/2026"|"8/3/2026 19:52:28"|
"00000021400"|"62d1f0f1-90d8-4c48-9f82-203437391351"|"5/1/2026"|"7/31/2026"|"8/3/2026 19:53:10"|
"00000021500"|"66ac2d0c-084e-4fa5-884f-27498373604b"|"4/1/2026"|"8/3/2026"|"8/3/2026 19:55:49"|
"00000021600"|"61d4edb1-a7bb-4544-9306-c0872f68e273"|"5/1/2026"|"8/3/2026"|"8/3/2026 20:05:36"|
"00000021700"|"5a632117-b075-4bd7-8811-4a4b57988d97"|"7/22/2025"|"7/22/2026"|"8/3/2026 20:12:59"|
"00000021800"|"60fdc9f1-d090-464f-86a0-8732652c9abe"|"10/9/2025"|"8/3/2026"|"8/3/2026 20:16:33"|
"00000021900"|"5640942c-0af2-4921-9bf1-69a08b76cff0"|"8/5/2024"|"8/3/2026"|"8/3/2026 20:33:11"|
"00000022000"|"5c0d4b9a-7039-44da-bb88-0396dea10506"|"5/1/2024"|"8/3/2026"|"8/3/2026 20:48:27"|
"00000022100"|"612cdd28-d665-4c3f-a2fd-c5362e62546f"|"7/28/2026"|"8/3/2026"|"8/3/2026 20:52:20"|
"00000022200"|"55818101-0641-4e81-8992-6ac466f58ba2"|"5/1/2026"|"7/31/2026"|"8/3/2026 21:21:35"|
"00000022300"|"5c6c30a5-fa85-4ad6-afff-75512a4f27fc"|"5/1/2026"|"7/31/2026"|"8/3/2026 21:25:06"|
"00000022400"|"5d4316e9-3157-46f7-b85e-296eac225131"|"6/1/2026"|"8/3/2026"|"8/3/2026 21:29:54"|
"00000022500"|"62f45814-e969-4fee-90a5-aba999e5d903"|"5/1/2026"|"7/31/2026"|"8/3/2026 21:31:41"|
"00000022600"|"63ada23c-56bb-45c2-b5d9-f708fc8eabcf"|"7/1/2026"|"7/31/2026"|"8/3/2026 21:35:13"|
"00000022700"|"6125b122-5bca-4336-83c1-59da865e8cd5"|"8/1/2025"|"7/31/2026"|"8/3/2026 21:42:02"|
"00000022800"|"5d262524-d718-4857-b86c-d93ea6f3ea2b"|"1/1/2026"|"8/3/2026"|"8/3/2026 22:00:31"|
"00000022900"|"5e46d02c-7a41-4981-ba05-75563b2517f2"|"7/1/2026"|"8/3/2026"|"8/3/2026 22:27:35"|
"00000023000"|"602dbb89-6ca6-45ee-9c68-0cc06d6b1f42"|"7/1/2026"|"7/8/2026"|"8/3/2026 22:27:48"|
"00000023100"|"5597eaba-186e-4f3b-ae2c-33c988b31112"|"5/1/2026"|"8/3/2026"|"8/3/2026 23:39:42"|
"00000023200"|"5ff78d59-16d7-4f67-a3be-332575a3a9e1"|"5/1/2026"|"7/31/2026"|"8/4/2026 0:10:11"|
"00000023300"|"65e4e9f1-b341-4284-ae80-df9858b92079"|"7/14/2024"|"8/4/2026"|"8/4/2026 3:11:43"|
"00000023400"|"59f72358-2d44-4f46-8c6b-06de95849979"|"7/1/2026"|"7/31/2026"|"8/4/2026 6:09:54"|
"00000023400"|"59f72358-2d44-4f46-8c6b-06de95849979"|"7/1/2026"|"7/31/2026"|"8/4/2026 6:10:33"|
"00000023500"|"5c6fca58-e054-476d-b15e-033aebe358f2"|"7/1/2026"|"7/31/2026"|"8/4/2026 6:20:13"|
"00000002200"|"66ce42c8-0499-4a9b-b3a5-0a7176a0a4ec"|"1/1/2026"|"7/31/2026"|"8/4/2026 6:55:02"|
"00000023600"|"5da1ef2c-eff1-4271-9dfc-d1ef436e3abe"|"6/1/2026"|"8/4/2026"|"8/4/2026 7:23:45"|
"00000023700"|"5f7ce2ed-7138-407c-beed-8e5d6e0bc9a6"|"8/1/2026"|"8/4/2026"|"8/4/2026 7:31:44"|
"00000023800"|"571f7801-3da9-478c-8506-820788fceb45"|"7/1/2026"|"8/3/2026"|"8/4/2026 7:36:37"|
"00000023900"|"5a6673b7-82a5-4254-8e14-d33ada9b1835"|"4/24/2026"|"8/4/2026"|"8/4/2026 7:51:10"|
"00000024000"|"5c5dd430-6b07-4879-a5c6-3bd80f12e111"|"6/14/2024"|"8/3/2026"|"8/4/2026 7:51:43"|
"00000018300"|"5e03fede-117e-4c4d-9319-e00427716153"|"6/1/2026"|"7/31/2026"|"8/4/2026 8:01:25"|
"00000024100"|"5a46a1e8-d03b-48f1-9f66-97c97b5c3932"|"7/1/2026"|"8/4/2026"|"8/4/2026 8:13:38"|
"00000024200"|"57f28c83-23e9-45b1-8e85-eca1ee985b58"|"7/31/2026"|"8/4/2026"|"8/4/2026 8:42:09"|
"00000024300"|"5fd0efbf-47eb-49df-834c-b1491962e681"|"5/4/2026"|"8/4/2026"|"8/4/2026 8:49:34"|
"00000024400"|"60096271-d440-40e1-aff2-f418b82edaa5"|"5/1/2024"|"8/3/2026"|"8/4/2026 8:49:49"|
"00000024500"|"6a1572e6-40f4-45e7-9466-9b578314fb00"|"5/27/2026"|"8/4/2026"|"8/4/2026 8:52:30"|
"00000024600"|"5dcafb51-6671-43b8-8640-cce04d896b3c"|"3/27/2023"|"8/3/2026"|"8/4/2026 8:58:38"|
"00000024700"|"5cabd49d-d654-4a11-89ab-a02f49fc36c3"|"7/1/2026"|"8/4/2026"|"8/4/2026 9:02:10"|
"00000024800"|"5e229dbf-0695-46c5-b00b-bff08ea92910"|"8/4/2024"|"8/4/2026"|"8/4/2026 9:46:11"|
"00000024900"|"5be88bb7-6ddb-4cc8-b11d-e18437f551bf"|"1/1/2026"|"8/3/2026"|"8/4/2026 9:52:13"|
"00000025000"|"5d9e012c-d812-41ef-8f4b-24342097a09a"|"8/4/2025"|"8/4/2026"|"8/4/2026 10:19:49"|
"00000025100"|"5d925e4d-13a1-4ab3-b245-f21a886b2abc"|"4/1/2026"|"8/3/2026"|"8/4/2026 10:36:08"|
"00000025200"|"5c704294-15ac-448f-bc14-2d412f7f45aa"|"5/2/2025"|"8/3/2026"|"8/4/2026 10:46:16"|
"00000025300"|"6827c3d4-261d-4dfa-bf19-ba203ff9929a"|"7/1/2026"|"8/4/2026"|"8/4/2026 10:50:22"|
"00000025400"|"5b34c474-04bc-4559-be4f-63f3ed778026"|"7/1/2026"|"7/31/2026"|"8/4/2026 10:53:38"|
"00000025501"|"5fea6e6c-7f8f-44f4-9c35-a30dbe994bb0"|"11/13/2023"|"8/4/2026"|"8/4/2026 11:03:19"|
"00000025600"|"6848b1a7-3558-42b3-8836-51a00fdcc842"|"7/1/2026"|"8/4/2026"|"8/4/2026 11:05:15"|
"00000025400"|"5b34c474-04bc-4559-be4f-63f3ed778026"|"7/1/2026"|"7/31/2026"|"8/4/2026 11:09:55"|
"00000025700"|"5de02d83-fd0c-44f5-9a70-9cc1d3e7ac0b"|"8/4/2024"|"8/4/2026"|"8/4/2026 11:20:05"|
"00000025800"|"5d0a7c44-0a3c-427f-bf7f-e6b4fc8a6fee"|"7/20/2026"|"8/4/2026"|"8/4/2026 11:21:45"|
"00000025900"|"608a120b-60fb-4458-b8e9-b5cc17817c43"|"6/30/2026"|"8/1/2026"|"8/4/2026 11:32:57"|
"00000026000"|"69fb8c65-dc20-49cc-be10-55f0445fbe5c"|"5/6/2026"|"7/25/2026"|"8/4/2026 11:39:48"|
"00000026100"|"5f05dd93-7d5c-4025-a38f-b0749327ae22"|"4/1/2026"|"8/4/2026"|"8/4/2026 11:43:31"|
"00000026100"|"5f05dd93-7d5c-4025-a38f-b0749327ae22"|"4/1/2026"|"8/4/2026"|"8/4/2026 11:45:26"|
"00000026200"|"60529e29-c07e-48dc-9ac2-d3474b61489a"|"8/2/2026"|"8/2/2026"|"8/4/2026 11:53:42"|
"00000026300"|"62030abc-a65c-44aa-82b5-fccab8eed8dc"|"1/1/2026"|"8/4/2026"|"8/4/2026 11:54:24"|
"00000026400"|"687776a7-5df3-48b6-a0a1-55338fc89c2e"|"6/1/2026"|"8/3/2026"|"8/4/2026 12:05:18"|
"00000024900"|"5be88bb7-6ddb-4cc8-b11d-e18437f551bf"|"10/24/2023"|"8/4/2026"|"8/4/2026 12:05:35"|
"00000026500"|"6376d94b-c613-46fb-9213-9315e8f00f64"|"6/1/2024"|"8/4/2026"|"8/4/2026 12:15:43"|
"00000026600"|"5c62eb23-47a4-46dd-b7f1-ad8756c1a21d"|"2/1/2026"|"8/3/2026"|"8/4/2026 12:16:20"|
"00000026700"|"624ae8f2-b02f-4f4b-99ed-fdbdd8c3b934"|"7/1/2026"|"8/4/2026"|"8/4/2026 12:20:57"|
"00000026800"|"5860e030-1c87-4130-8f79-476d0b844ab3"|"1/1/2026"|"8/4/2026"|"8/4/2026 12:21:19"|
"00000026900"|"63938697-4250-4714-9912-cfa9b6878b28"|"8/4/2026"|"8/4/2026"|"8/4/2026 12:28:37"|
"00000027000"|"5c4b84f0-563b-4f37-8965-2c18a5fabfeb"|"5/1/2026"|"7/31/2026"|"8/4/2026 12:28:39"|
"00000027100"|"612d6556-7a6e-4fa7-9965-f6b3a9bcd76b"|"8/1/2025"|"8/3/2026"|"8/4/2026 12:32:59"|
"00000009500"|"5d6530bd-1daf-49cb-8519-fb6225f16363"|"7/1/2026"|"7/31/2026"|"8/4/2026 12:35:53"|
"00000009500"|"5d6530bd-1daf-49cb-8519-fb6225f16363"|"7/1/2026"|"7/31/2026"|"8/4/2026 12:36:37"|
"00000027201"|"5da07931-1299-4404-a257-a6b830af8c26"|"8/4/2025"|"8/3/2026"|"8/4/2026 12:38:15"|
"00000027201"|"5da07931-1299-4404-a257-a6b830af8c26"|"8/4/2025"|"8/4/2026"|"8/4/2026 12:42:21"|
"00000027300"|"56d09fd8-509f-41d4-9f14-3f2f2b765dbf"|"1/1/2026"|"7/31/2026"|"8/4/2026 12:42:58"|
"00000027400"|"6050b950-f54d-433c-beae-ee5d00bb1eb6"|"5/1/2026"|"5/31/2026"|"8/4/2026 12:43:27"|
"00000027400"|"6050b950-f54d-433c-beae-ee5d00bb1eb6"|"5/1/2026"|"5/31/2026"|"8/4/2026 12:44:08"|
"00000027500"|"60e5d2a9-1ac9-4404-ae08-fa79325a87ba"|"7/1/2026"|"8/4/2026"|"8/4/2026 12:51:48"|
"00000027600"|"62f659ad-b8be-40ed-9cf3-5f14eeb8b1cd"|"7/1/2026"|"8/4/2026"|"8/4/2026 12:55:01"|
"00000027700"|"55663b7f-46c8-44a5-9fef-48e0aa0bd48e"|"7/1/2026"|"8/3/2026"|"8/4/2026 12:59:21"|
"00000018900"|"630f6e82-481b-42b9-a51c-6e56f51c734a"|"7/30/2026"|"8/1/2026"|"8/4/2026 13:00:14"|
"00000027800"|"59c9b64a-e509-4608-89da-fd8196a9c110"|"7/1/2026"|"8/3/2026"|"8/4/2026 13:10:39"|
"00000027800"|"59c9b64a-e509-4608-89da-fd8196a9c110"|"7/1/2026"|"8/3/2026"|"8/4/2026 13:12:21"|
"00000027900"|"68cc10dc-b1a5-4f58-ba64-9d9936fcfc7a"|"5/1/2026"|"7/31/2026"|"8/4/2026 13:14:43"|
"00000028000"|"55ddb1ed-7a76-4404-9628-3976af5ffe0e"|"3/21/2026"|"8/4/2026"|"8/4/2026 13:15:46"|
"00000028101"|"633c5c3f-cfde-4628-8d38-f24d41155785"|"5/1/2026"|"7/31/2026"|"8/4/2026 13:17:18"|
"00000028200"|"61d1fb86-b250-4b0f-ba20-cfa583563efc"|"7/1/2026"|"8/4/2026"|"8/4/2026 13:25:12"|
"00000028300"|"5c389532-0f24-48a2-8d10-dc52c79409ea"|"6/1/2026"|"7/31/2026"|"8/4/2026 13:26:55"|
"00000028300"|"5c389532-0f24-48a2-8d10-dc52c79409ea"|"6/1/2026"|"7/31/2026"|"8/4/2026 13:27:30"|
"00000028400"|"5ebf3d1e-7df4-4b7b-a4fb-1241054f318a"|"6/4/2026"|"8/4/2026"|"8/4/2026 13:34:42"|
"00000028500"|"59d1165e-9c89-47df-baea-278f23745d1e"|"7/16/2025"|"8/4/2026"|"8/4/2026 13:41:52"|
"00000028600"|"64f5f493-6c62-49a0-90ca-aea537f17dbc"|"7/16/2024"|"8/4/2026"|"8/4/2026 13:48:38"|
"00000028700"|"6044f98e-2f06-4d1e-af7d-3e3d8b37beac"|"3/1/2026"|"8/4/2026"|"8/4/2026 13:54:46"|
"00000028800"|"63a1da57-467b-49cd-9005-5f42e157da0c"|"7/1/2026"|"8/3/2026"|"8/4/2026 13:59:27"|
"00000028900"|"5faf1a54-0f1b-4060-b453-90f8c9cef131"|"6/6/2026"|"7/15/2026"|"8/4/2026 13:59:51"|
"00000029000"|"5a822e93-acac-4907-8d3f-4da53de1d4ea"|"5/1/2026"|"7/31/2026"|"8/4/2026 14:02:26"|
"00000029000"|"5a822e93-acac-4907-8d3f-4da53de1d4ea"|"5/1/2026"|"8/3/2026"|"8/4/2026 14:04:33"|
"00000029000"|"5a822e93-acac-4907-8d3f-4da53de1d4ea"|"5/1/2026"|"8/3/2026"|"8/4/2026 14:05:22"|
"00000025800"|"5d0a7c44-0a3c-427f-bf7f-e6b4fc8a6fee"|"7/1/2026"|"8/4/2026"|"8/4/2026 14:06:43"|
"00000029100"|"5fd2c07e-5d8c-48d6-8317-7eaff7d20369"|"7/1/2026"|"8/4/2026"|"8/4/2026 14:15:40"|
"00000029200"|"59f32b2c-3b26-47c7-ada8-52acd31e9c41"|"5/1/2026"|"7/31/2026"|"8/4/2026 14:18:53"|
"00000029300"|"5f0661b9-b477-44fc-a7fb-e1af4fa21f7a"|"7/31/2026"|"8/4/2026"|"8/4/2026 14:38:06"|
"00000029400"|"632f6073-4664-4ab2-8490-a3fc3ca3ed77"|"1/1/2022"|"8/4/2026"|"8/4/2026 15:02:05"|
"00000029400"|"632f6073-4664-4ab2-8490-a3fc3ca3ed77"|"1/1/2022"|"8/4/2026"|"8/4/2026 15:03:08"|
"00000029500"|"5cf6eb82-dfbc-4031-b183-06f9dc39fabd"|"8/1/2026"|"8/3/2026"|"8/4/2026 15:03:35"|
"00000029400"|"632f6073-4664-4ab2-8490-a3fc3ca3ed77"|"1/1/2022"|"8/4/2026"|"8/4/2026 15:04:20"|
"00000029400"|"632f6073-4664-4ab2-8490-a3fc3ca3ed77"|"1/1/2022"|"8/4/2026"|"8/4/2026 15:05:06"|
"00000029500"|"5cf6eb82-dfbc-4031-b183-06f9dc39fabd"|"8/1/2026"|"8/3/2026"|"8/4/2026 15:13:58"|
"00000029500"|"5cf6eb82-dfbc-4031-b183-06f9dc39fabd"|"8/1/2026"|"8/3/2026"|"8/4/2026 15:18:32"|
"00000029500"|"5cf6eb82-dfbc-4031-b183-06f9dc39fabd"|"7/1/2026"|"7/31/2026"|"8/4/2026 15:19:35"|
"00000029600"|"668422c1-a3a6-4ad1-b397-e114758dac1b"|"8/1/2024"|"8/3/2026"|"8/4/2026 15:20:01"|
"00000029700"|"5c158035-bbb5-4de5-8c9c-209ce3cb2fde"|"7/1/2026"|"7/31/2026"|"8/4/2026 15:27:21"|
"00000029400"|"632f6073-4664-4ab2-8490-a3fc3ca3ed77"|"1/1/2026"|"8/3/2026"|"8/4/2026 15:27:41"|
"00000029400"|"632f6073-4664-4ab2-8490-a3fc3ca3ed77"|"1/1/2026"|"8/3/2026"|"8/4/2026 15:28:57"|
"00000029800"|"61afdd9e-de42-4ca0-aa6a-41683bc6922c"|"9/24/2024"|"8/4/2026"|"8/4/2026 15:29:18"|
"00000029900"|"592cc07d-48fc-4f9a-b57b-679fa5e8c439"|"9/26/2025"|"8/4/2026"|"8/4/2026 15:31:08"|
"00000029400"|"632f6073-4664-4ab2-8490-a3fc3ca3ed77"|"1/1/2026"|"8/3/2026"|"8/4/2026 15:31:27"|
"00000029400"|"632f6073-4664-4ab2-8490-a3fc3ca3ed77"|"1/1/2026"|"8/3/2026"|"8/4/2026 15:33:06"|
"00000009400"|"5d6be908-959f-48ac-9f3e-83044e28e760"|"7/1/2026"|"8/31/2026"|"8/4/2026 15:41:07"|
"00000030000"|"5d56f02f-a833-4865-b2c2-63f343ad3eac"|"1/6/2023"|"8/4/2026"|"8/4/2026 15:41:47"|
"00000030000"|"5d56f02f-a833-4865-b2c2-63f343ad3eac"|"1/6/2023"|"8/4/2026"|"8/4/2026 15:42:40"|
"00000030100"|"5c19b602-19d7-4e3a-8ce6-da6c7622c8e7"|"7/1/2026"|"8/4/2026"|"8/4/2026 15:43:01"|
"00000030200"|"66e7687f-0d37-40e7-8428-5feebb98002a"|"8/1/2026"|"8/4/2026"|"8/4/2026 15:50:44"|
"00000030300"|"5f9058af-fe69-4450-8785-7e526b557ff6"|"5/1/2026"|"7/31/2026"|"8/4/2026 16:22:20"|
"00000030400"|"5715113f-433c-4ecf-9604-63b865556e9d"|"7/1/2024"|"8/3/2026"|"8/4/2026 16:23:17"|
"00000030500"|"5f6bb441-20d9-4f40-8127-83fa13519446"|"7/1/2026"|"8/3/2026"|"8/4/2026 16:24:08"|
"00000030400"|"5715113f-433c-4ecf-9604-63b865556e9d"|"7/1/2024"|"8/3/2026"|"8/4/2026 16:24:09"|
"00000030500"|"5f6bb441-20d9-4f40-8127-83fa13519446"|"7/1/2026"|"8/3/2026"|"8/4/2026 16:25:20"|
"00000030600"|"5c533869-ce79-4821-8f36-2f2bf254b487"|"4/1/2026"|"8/4/2026"|"8/4/2026 16:36:12"|
"00000030700"|"5c4f5143-850c-48b5-b319-8098e91a3e28"|"8/4/2026"|"8/4/2026"|"8/4/2026 16:42:42"|
